user_id,via,rating
moderate_risk,Aisén,3.9
moderate_risk,Alava,3.9
moderate_risk,Albacete,4.11
moderate_risk,Albert Olbrecht,3.9
moderate_risk,Alberto Blest Gana,3.9
moderate_risk,Alberto Cobo,3.9
moderate_risk,Alberto Loosli,3.9
moderate_risk,Alberto Matthei,3.9
moderate_risk,Alborada,3.9
moderate_risk,Alcalde José del Carmen Soto,3.9
moderate_risk,Alcalde René Mendoza,3.9
moderate_risk,Alcatraz,3.9
moderate_risk,Alcudia,3.9
moderate_risk,Alcán,3.9
moderate_risk,Alcántara,3.9
moderate_risk,Alcázar,3.9
moderate_risk,Aldunate,3.9
moderate_risk,Alejandro VI,3.9
moderate_risk,Alemana Alto,3.9
moderate_risk,Alemania,4.19
moderate_risk,Alerce,3.9
moderate_risk,Alfonso Calderón,3.9
moderate_risk,Alfredo Irarrázaval,3.9
moderate_risk,Alfredo Larenas,3.9
moderate_risk,Alfredo Lobos,3.9
moderate_risk,Alfredo Pacheco Barrera,3.9
moderate_risk,Algarrobo,4.25
moderate_risk,Alicante,3.9
moderate_risk,Aljibe,3.9
moderate_risk,Almena,3.9
moderate_risk,Almería,3.9
moderate_risk,Almirante Juan Latorre,3.9
moderate_risk,Almirante Latorre,4.23
moderate_risk,Almirante Navarrete,3.9
moderate_risk,Almirante Neff,4.23
moderate_risk,Almirante Riveros,3.9
moderate_risk,Almirante Riveros Norte,3.9
moderate_risk,Almirante Riveros Norte 1875,3.9
moderate_risk,Almirante Riveros Sur,3.9
moderate_risk,Almirante Villarroel,4.18
moderate_risk,Alnso Sánchez,3.9
moderate_risk,Alonso García de Ramón,4.12
moderate_risk,Alonso Niño,3.9
moderate_risk,Alonso Ovalle,3.9
moderate_risk,Alonso Reinoso,3.9
moderate_risk,Alonso Sánchez,3.9
moderate_risk,Alonso de Ercilla,3.9
moderate_risk,Alonso de Guzmán,3.9
moderate_risk,Alonso de Najera,3.9
moderate_risk,Alonso de Ojeda,3.9
moderate_risk,Alonso de Sotomayor,3.9
moderate_risk,Alpino,3.9
moderate_risk,Alsacia,3.9
moderate_risk,Alto Nahuelbuta,3.9
moderate_risk,Altona,3.9
moderate_risk,Altos de Andalué,3.9
moderate_risk,Alvarez de Toledo,3.9
moderate_risk,Amanda Labarca,3.9
moderate_risk,Ambrosio O'Higgins,4.12
moderate_risk,Ambrosio de Benavides,3.9
moderate_risk,Ameríca del Sur,3.9
moderate_risk,Amunátegui,3.9
moderate_risk,América,3.9
moderate_risk,Américo Vespucio,3.9
moderate_risk,Anakena,3.9
moderate_risk,Ancahual,3.9
moderate_risk,Ancón,3.9
moderate_risk,Andacollo,3.9
moderate_risk,Andalién,4.23
moderate_risk,Andino,3.9
moderate_risk,Andrés Bello,3.9
moderate_risk,Andrés Lamas,3.9
moderate_risk,Andrés Madariaga,3.9
moderate_risk,Andrés Sabella,3.9
moderate_risk,Angamos,3.9
moderate_risk,Angel Cruchaga,3.9
moderate_risk,Angol,3.46
moderate_risk,Aniñir,3.9
moderate_risk,Antares,3.9
moderate_risk,Antena,3.9
moderate_risk,Antilco,3.9
moderate_risk,Antilhue,3.9
moderate_risk,Antinao,3.9
moderate_risk,Antinao Bajo,3.9
moderate_risk,Antinao Epu,3.9
moderate_risk,Antofagasta,3.9
moderate_risk,Antonio Farabajano,3.9
moderate_risk,Antonio Machado,3.9
moderate_risk,Antonio Mendiburu,3.9
moderate_risk,Antonio Quintanilla,3.9
moderate_risk,Antonio Tapia,3.9
moderate_risk,Antonio Varas,4.24
moderate_risk,Antonio Vereno,3.9
moderate_risk,Antonio de Labra,3.9
moderate_risk,Antonio de Las Peñas,3.9
moderate_risk,Antonio de la Fuente,3.9
moderate_risk,Antuco,3.9
moderate_risk,Antumalal,3.9
moderate_risk,Aníbal Pincheira,3.9
moderate_risk,Aníbal Pinto,2.82
moderate_risk,Aníbal de las Casas,3.9
moderate_risk,Applegath,3.9
moderate_risk,Arancibia,3.9
moderate_risk,Aranjuez,3.9
moderate_risk,Arboleda,3.9
moderate_risk,Arce,3.9
moderate_risk,Arces,3.9
moderate_risk,Argentina,4.25
moderate_risk,Argomedo,3.9
moderate_risk,Arica,3.9
moderate_risk,Aromo,3.9
moderate_risk,Arrau Méndez,4.25
moderate_risk,Arrayán,3.9
moderate_risk,Arsenio Canales,3.9
moderate_risk,Arteaga Alemparte,3.95
moderate_risk,Arturo Aldunate Phillips,3.9
moderate_risk,Arturo Alessandri Palma,3.9
moderate_risk,Arturo Fernández Vial,3.9
moderate_risk,Arturo Gordon,3.9
moderate_risk,Arturo Prat,4.22
moderate_risk,Arturo Prat Interior,3.9
moderate_risk,Arturo Pérez 614,3.9
moderate_risk,Arturo Pérez Canto,4.21
moderate_risk,Arturo Villegas,3.9
moderate_risk,Asturias,3.9
moderate_risk,Atacalco,3.9
moderate_risk,Atacama,3.9
moderate_risk,Atahualpa,3.9
moderate_risk,Atenas,3.9
moderate_risk,Atlonia,3.9
moderate_risk,Augusto D'Halmar,3.9
moderate_risk,Augusto Iglesias,3.9
moderate_risk,Augusto Winter,3.9
moderate_risk,Augusto d'Halmar,3.9
moderate_risk,Aureliano Oyarzún,3.9
moderate_risk,Aurelio Coveña,3.9
moderate_risk,Aurelio Manzano,3.9
moderate_risk,Aurora,3.9
moderate_risk,Aurora de Chile,3.9
moderate_risk,Aurora y Magdalena Mira,3.9
moderate_risk,Austral,3.9
moderate_risk,Austria,3.9
moderate_risk,Autopista Concepción - Cabrero,3.9
moderate_risk,Autopista Concepción - Talcahuano,3.9
moderate_risk,Autopista del Itata,3.9
moderate_risk,Ave Fragata,3.9
moderate_risk,Avellano,3.9
moderate_risk,Avenida 1,3.9
moderate_risk,Avenida 105,3.9
moderate_risk,Avenida 2,3.9
moderate_risk,Avenida 2 Poniente,3.9
moderate_risk,Avenida 21 de Mayo,3.9
moderate_risk,Avenida 3 Poniente,3.9
moderate_risk,Avenida Alemana,3.9
moderate_risk,Avenida Alemania,3.9
moderate_risk,Avenida Alonso de Ribera,3.9
moderate_risk,Avenida Alto Horno,3.9
moderate_risk,Avenida Altos de San Jorge,3.9
moderate_risk,Avenida Andalién,3.9
moderate_risk,Avenida Andalué,3.9
moderate_risk,Avenida Andalué Norte,3.9
moderate_risk,Avenida Andalué Sur,3.9
moderate_risk,Avenida Argentina,3.9
moderate_risk,Avenida Arturo Prat,3.9
moderate_risk,Avenida Aviación,3.9
moderate_risk,Avenida Bahía Azul,3.9
moderate_risk,Avenida Bayona,3.9
moderate_risk,Avenida Bellavista,3.9
moderate_risk,Avenida Bicentenario,3.9
moderate_risk,Avenida Blanco Encalada,3.9
moderate_risk,Avenida Bosque Mar,3.9
moderate_risk,Avenida Brasil,3.9
moderate_risk,Avenida Campos Deportivos,3.9
moderate_risk,Avenida Campos de Bellavista,3.9
moderate_risk,Avenida Candelaria,3.9
moderate_risk,Avenida Cardenal Raúl Silva Henríquez,3.9
moderate_risk,Avenida Cataluña,3.9
moderate_risk,Avenida Cementerio,3.9
moderate_risk,Avenida Central,3.9
moderate_risk,Avenida Chacabuco,3.9
moderate_risk,Avenida Chile,3.9
moderate_risk,Avenida Claudio Gay Oriente,3.9
moderate_risk,Avenida Colón,3.9
moderate_risk,Avenida Concepción,3.9
moderate_risk,Avenida Costanera,3.9
moderate_risk,Avenida Costanera Andalien Poniente,3.9
moderate_risk,Avenida Costanera Andalién Poniente,3.9
moderate_risk,Avenida Costanera Andalién Sur,3.9
moderate_risk,Avenida Costanera Mar,3.9
moderate_risk,Avenida Cristóbal Colón,3.9
moderate_risk,Avenida Curanilahue,3.9
moderate_risk,Avenida Desiderio García,3.9
moderate_risk,Avenida Diagonal Biobío,3.9
moderate_risk,Avenida Doctor Santa Cruz,3.9
moderate_risk,Avenida El Canelo,3.9
moderate_risk,Avenida El Parque,3.9
moderate_risk,Avenida Enrique van Rysselberghe,3.9
moderate_risk,Avenida España,3.9
moderate_risk,Avenida Francesa,3.9
moderate_risk,Avenida Fuerte La Planchada,3.9
moderate_risk,Avenida General Bonilla,3.9
moderate_risk,Avenida General Novoa,3.9
moderate_risk,Avenida Gran Bretaña,3.9
moderate_risk,Avenida Grecia,3.9
moderate_risk,Avenida Ifarle,3.9
moderate_risk,Avenida Ignacio Collao,3.9
moderate_risk,Avenida Inglesa,3.9
moderate_risk,Avenida Inglesa 105,3.9
moderate_risk,Avenida Inglesa 155,3.9
moderate_risk,Avenida Inglesa 187,3.9
moderate_risk,Avenida Inglesa 220,3.9
moderate_risk,Avenida Javiera Carrera,3.9
moderate_risk,Avenida John B. Macnab,3.9
moderate_risk,Avenida Jorge Alessandri,3.9
moderate_risk,Avenida Jorge Giacaman,3.9
moderate_risk,Avenida Jorge Montt,3.9
moderate_risk,Avenida Juan Antonio Ríos,3.9
moderate_risk,Avenida Julio Parada,3.9
moderate_risk,Avenida La Alhambra,3.9
moderate_risk,Avenida La Marina,3.9
moderate_risk,Avenida La Reconquista,3.9
moderate_risk,Avenida Laguna Grande,3.9
moderate_risk,Avenida Laguna Redonda,3.9
moderate_risk,Avenida Las Amapolas,3.9
moderate_risk,Avenida Las Azucenas,3.9
moderate_risk,Avenida Las Condes,3.9
moderate_risk,Avenida Las Golondrinas,3.9
moderate_risk,Avenida Las Terrazas,3.9
moderate_risk,Avenida Las Torres,3.9
moderate_risk,Avenida Lenga,3.9
moderate_risk,Avenida Los Arrayanes Poniente,3.9
moderate_risk,Avenida Los Carrera,3.9
moderate_risk,Avenida Los Carrera Poniente,3.9
moderate_risk,Avenida Los Cisnes,3.9
moderate_risk,Avenida Los Copihues,3.9
moderate_risk,Avenida Los Escritores,3.9
moderate_risk,Avenida Los Héroes,3.9
moderate_risk,Avenida Los Lobos,3.9
moderate_risk,Avenida Los Parques,3.9
moderate_risk,Avenida Los Presidentes,3.9
moderate_risk,Avenida Los Álamos,3.9
moderate_risk,Avenida Manuel Rodríguez,3.9
moderate_risk,Avenida Michaihue,3.9
moderate_risk,Avenida Nahuelbuta,3.9
moderate_risk,Avenida Nueva San Vicente,3.9
moderate_risk,Avenida O'Higgins,3.9
moderate_risk,Avenida Padre Hurtado,3.9
moderate_risk,Avenida Paicaví,3.9
moderate_risk,Avenida Pedro Aguirre Cerda,3.9
moderate_risk,Avenida Pedro Montt,3.9
moderate_risk,Avenida Pedro de Valdivia,3.9
moderate_risk,Avenida Portal San Pedro,3.9
moderate_risk,Avenida Portal de San Pedro,3.9
moderate_risk,Avenida Principal,3.9
moderate_risk,Avenida Progreso,3.9
moderate_risk,Avenida Quinta Junge,3.9
moderate_risk,Avenida Rocoto,3.9
moderate_risk,Avenida Rucalhue,3.9
moderate_risk,Avenida San Andrés,3.9
moderate_risk,Avenida San Juan Bosco,3.9
moderate_risk,Avenida San Pedro,3.9
moderate_risk,Avenida San Sebastián,3.9
moderate_risk,Avenida San Vicente,3.9
moderate_risk,Avenida Santa María,3.9
moderate_risk,Avenida Santa María Oriente,3.9
moderate_risk,Avenida Santa María Poniente,3.9
moderate_risk,Avenida Siete Lagunas,3.9
moderate_risk,Avenida Talcahuano,3.9
moderate_risk,Avenida Tierras Coloradas,3.9
moderate_risk,Avenida Torreones,3.9
moderate_risk,Avenida Torreones Este,3.9
moderate_risk,Avenida Torreones Oeste,3.9
moderate_risk,Avenida Tumbes,3.9
moderate_risk,Avenida Valle Blanco,3.9
moderate_risk,Avenida Valle Noble,3.9
moderate_risk,Avenida Venus,3.9
moderate_risk,Avenida Verdi,3.9
moderate_risk,Avenida Vicuña Mackenna,3.9
moderate_risk,Avenida Villa Verde,3.9
moderate_risk,Avenida Vivaldi,3.9
moderate_risk,Avenida Wiliam Ward,3.9
moderate_risk,Avenida William Condon,3.9
moderate_risk,Avenida Zañartu,3.9
moderate_risk,Avenida de Los Lagos,3.9
moderate_risk,Avenida del Pescador,3.9
moderate_risk,Avenida101,3.9
moderate_risk,Aviación,3.9
moderate_risk,Avilez,3.9
moderate_risk,Aylen,3.9
moderate_risk,Azapa,3.9
moderate_risk,Azucenas,3.9
moderate_risk,Badajoz,3.9
moderate_risk,Badajoz Norte,3.9
moderate_risk,Badajoz Poniente,3.9
moderate_risk,Badalona,3.9
moderate_risk,Bahamondes,3.9
moderate_risk,Bahía Dichato,3.9
moderate_risk,Bahía Inglesa,3.9
moderate_risk,Bahía Mansa,3.9
moderate_risk,Bajada Juan de Dios Rivera,3.9
moderate_risk,Bajos Laguna Redonda,3.9
moderate_risk,Baker,3.9
moderate_risk,Baldomero Lara,3.9
moderate_risk,Baldomero Lillo,3.9
moderate_risk,Baldomero Sánchez,3.9
moderate_risk,Balmaceda,4.22
moderate_risk,Baltazar Sentmenat,3.9
moderate_risk,Bandera,4.03
moderate_risk,Baquedano,3.9
moderate_risk,Baracaldo,3.9
moderate_risk,Barcelona,3.9
moderate_risk,Bariloche,3.9
moderate_risk,Barlovento,3.9
moderate_risk,Baroa Bajo,3.9
moderate_risk,Barranquilla,3.9
moderate_risk,Barros Arana,2.91
moderate_risk,Barros Errázuriz,3.9
moderate_risk,Bartolomé de Escobar,3.9
moderate_risk,Bartolomé de Las Casas,3.9
moderate_risk,Basilio Urrutia,3.9
moderate_risk,Batalla de los Duendes,3.9
moderate_risk,Batalla de los Tejados,3.9
moderate_risk,Belgrado,3.9
moderate_risk,Belisario Zañartu,3.9
moderate_risk,Bellavista,4.25
moderate_risk,Bellavista Bajo,3.9
moderate_risk,Bellavista Norte,3.9
moderate_risk,Bellavista Sur,3.9
moderate_risk,Bellini,3.9
moderate_risk,Beltrán Mathieu,4.24
moderate_risk,Benavente,3.9
moderate_risk,Benedictinos,3.9
moderate_risk,Benevento,3.9
moderate_risk,Benito Pérez Galdós,3.9
moderate_risk,Benjamín Subercaseaux,3.9
moderate_risk,Benjamín Vicuña Mackenna,3.9
moderate_risk,Berat,3.9
moderate_risk,Bergantín Ancud,3.9
moderate_risk,Bergantín Aquiles,3.9
moderate_risk,Bergantín Araucano,3.9
moderate_risk,Bergantín Meteoro,3.9
moderate_risk,Bergantín Potrillo,3.9
moderate_risk,Bergantín Águila,3.9
moderate_risk,Bergen,3.9
moderate_risk,Berlín,3.9
moderate_risk,Berna,3.9
moderate_risk,Bernal Díaz del Castillo,3.9
moderate_risk,Bernal del Mercado,3.9
moderate_risk,Bernarda Morin,3.9
moderate_risk,Bernardino Caceres,3.9
moderate_risk,Bernardino Corral,4.22
moderate_risk,Bernardo Soto Aguilar,3.9
moderate_risk,Bianchi,3.9
moderate_risk,Bilbao,4.09
moderate_risk,Bio Bio,3.9
moderate_risk,Biobío,3.9
moderate_risk,Blanco,4.25
moderate_risk,Blanco Encalada,3.9
moderate_risk,Blanco Norte,3.9
moderate_risk,Blanco Sur,3.9
moderate_risk,Blasco Ibañez,3.9
moderate_risk,Blindado Blanco,3.9
moderate_risk,Bogotá,3.9
moderate_risk,Boldo,3.9
moderate_risk,Bolhzauser,3.9
moderate_risk,Bolhzauser Interior,3.9
moderate_risk,Bolivia,3.9
moderate_risk,Bombero Sepúlveda,3.9
moderate_risk,Bombero Vilches,3.9
moderate_risk,Bonilla Norte,3.9
moderate_risk,Borde Mar,4.24
moderate_risk,Boroa,3.9
moderate_risk,Bosnia,3.9
moderate_risk,Brasil,4.25
moderate_risk,Brasilia,3.9
moderate_risk,Bratislava,3.9
moderate_risk,Braulio Arenas,3.9
moderate_risk,Braulio Arenas Carvajal,3.9
moderate_risk,Bremen,3.75
moderate_risk,Breslau,3.9
moderate_risk,Bristol,3.9
moderate_risk,Bruselas,3.9
moderate_risk,Bucarest,3.9
moderate_risk,Budapest,3.9
moderate_risk,Budi,3.9
moderate_risk,Buena Vista,3.9
moderate_risk,Buenos Aires,3.9
moderate_risk,Buenuraqui,3.9
moderate_risk,Buin,3.9
moderate_risk,Bulgaria,3.9
moderate_risk,Bulnes,4.22
moderate_risk,Burdeos,3.9
moderate_risk,Bureo,3.9
moderate_risk,Butaleufú,3.9
moderate_risk,Buzo Sóbenes,3.9
moderate_risk,Bypass Penco,3.9
moderate_risk,Bélgica,3.9
moderate_risk,Cabildo,3.9
moderate_risk,Cabo Primero Eduardo Estrada,3.9
moderate_risk,Cabo S. Flavio Olivo,3.9
moderate_risk,Caburgo,3.9
moderate_risk,Caburgua,3.9
moderate_risk,Cadaques,3.9
moderate_risk,Caiquén,3.9
moderate_risk,Cajigal y Solar,4.15
moderate_risk,Calama,3.9
moderate_risk,Calbuco,3.9
moderate_risk,Caldera,3.9
moderate_risk,Caleta Agua Dulce,3.9
moderate_risk,Caleta Barquito,3.9
moderate_risk,Caleta Camarones,3.9
moderate_risk,Caleta Candelaria,3.9
moderate_risk,Caleta Cantera,3.9
moderate_risk,Caleta Cerro Verde,3.9
moderate_risk,Caleta Chipana,3.9
moderate_risk,Caleta Chome,3.9
moderate_risk,Caleta Cocholgüe,3.9
moderate_risk,Caleta Coliumo,3.9
moderate_risk,Caleta Coloso,3.9
moderate_risk,Caleta El Soldado,3.9
moderate_risk,Caleta Esperanza,3.9
moderate_risk,Caleta Horcón,3.9
moderate_risk,Caleta Llaihue,3.9
moderate_risk,Caleta Los Hornos,3.9
moderate_risk,Caleta Los Lirios,3.9
moderate_risk,Caleta Los Placeres,3.9
moderate_risk,Caleta Plata,3.9
moderate_risk,Caleta Puerto Inglés,3.9
moderate_risk,Caleta Tumbes,3.9
moderate_risk,Caleta Vítor,3.9
moderate_risk,Caletera 160,3.9
moderate_risk,Caletera Avenida Los Carrera,3.9
moderate_risk,Caletera Los Carrera,3.9
moderate_risk,Caletera Oriente,3.9
moderate_risk,Caletera Ruta 160,3.9
moderate_risk,Caleuche,3.9
moderate_risk,Calfulén,3.9
moderate_risk,Calican,3.9
moderate_risk,Calican Oriente,3.9
moderate_risk,Calican Poniente,3.9
moderate_risk,Calican Sur,3.9
moderate_risk,Calle 1,4.24
moderate_risk,Calle 1 Norte,3.9
moderate_risk,Calle 10,3.94
moderate_risk,Calle 101,4.23
moderate_risk,Calle 102,3.9
moderate_risk,Calle 105,3.9
moderate_risk,Calle 106,3.9
moderate_risk,Calle 109,3.9
moderate_risk,Calle 11,3.9
moderate_risk,Calle 110,3.9
moderate_risk,Calle 111,3.9
moderate_risk,Calle 113,3.9
moderate_risk,Calle 12,3.9
moderate_risk,Calle 120,3.9
moderate_risk,Calle 13,3.9
moderate_risk,Calle 2,3.9
moderate_risk,Calle 2 Norte,3.9
moderate_risk,Calle 2 Poniente,3.9
moderate_risk,Calle 2 Sur,3.9
moderate_risk,Calle 3,3.9
moderate_risk,Calle 3 Calle 2,3.9
moderate_risk,Calle 4,3.9
moderate_risk,Calle 5,3.9
moderate_risk,Calle 6,3.9
moderate_risk,Calle 7,3.9
moderate_risk,Calle 8,3.9
moderate_risk,Calle 9,3.9
moderate_risk,Calle 9 - 2117,3.9
moderate_risk,Calle 9 - 2149,3.9
moderate_risk,Calle 9 - 2152,3.9
moderate_risk,Calle 9 - 2180,3.9
moderate_risk,Calle 9 - 2181,3.9
moderate_risk,Calle 9 - 2213,3.9
moderate_risk,Calle 9 - 2214,3.9
moderate_risk,Calle 9 - 2228,3.9
moderate_risk,Calle 9 - 2231,3.9
moderate_risk,Calle A,4.1
moderate_risk,Calle Alcázar,3.9
moderate_risk,Calle Alemparte,3.9
moderate_risk,Calle Almansa,3.9
moderate_risk,Calle Almería,3.9
moderate_risk,Calle Amsterdam,3.9
moderate_risk,Calle Andalucía,3.9
moderate_risk,Calle Antu,3.9
moderate_risk,Calle Aragón,3.9
moderate_risk,Calle Araucaria,3.9
moderate_risk,Calle Assen,3.9
moderate_risk,Calle Asturias,3.9
moderate_risk,Calle Aviñón,3.9
moderate_risk,Calle B,3.9
moderate_risk,Calle Borde,3.9
moderate_risk,Calle Bratislava,3.9
moderate_risk,Calle C,3.9
moderate_risk,Calle Canal Price,3.9
moderate_risk,Calle Caracol,3.9
moderate_risk,Calle Caracol Norte,3.9
moderate_risk,Calle Caracol Sur,3.9
moderate_risk,Calle Castilla,3.9
moderate_risk,Calle Cataluña,3.9
moderate_risk,Calle Central,3.9
moderate_risk,Calle Cn-301,3.9
moderate_risk,Calle Coelemu,3.9
moderate_risk,Calle Cracovia,3.9
moderate_risk,Calle D,3.9
moderate_risk,Calle Del Proyecto,3.9
moderate_risk,Calle Doce de Febrero,3.9
moderate_risk,Calle Durensa,3.9
moderate_risk,Calle E,3.9
moderate_risk,Calle E F,3.9
moderate_risk,Calle Elías,3.9
moderate_risk,Calle Eusebio Lillo,3.9
moderate_risk,Calle F,4.22
moderate_risk,Calle G,3.9
moderate_risk,Calle Gineta,3.9
moderate_risk,Calle Hurel,3.9
moderate_risk,Calle I,3.9
moderate_risk,Calle Interior,3.9
moderate_risk,Calle Interior 10,3.9
moderate_risk,Calle Interior 12,3.9
moderate_risk,Calle Interior 14,3.9
moderate_risk,Calle Interior 16,3.9
moderate_risk,Calle Interior 17,3.9
moderate_risk,Calle Interior 19,3.9
moderate_risk,Calle Interior 7,3.9
moderate_risk,Calle Interior 8,3.9
moderate_risk,Calle Isaías,3.9
moderate_risk,Calle J,3.9
moderate_risk,Calle Jeremías,3.9
moderate_risk,Calle Joel,3.9
moderate_risk,Calle Kiev,3.9
moderate_risk,Calle L,3.9
moderate_risk,Calle LL,3.9
moderate_risk,Calle La Haya,3.9
moderate_risk,Calle Lago Chungará,3.9
moderate_risk,Calle Lago Lanalhue,3.9
moderate_risk,Calle Le Mans,3.9
moderate_risk,Calle Lipillán,3.9
moderate_risk,Calle Lonquimay,3.9
moderate_risk,Calle Los Ciruelos,3.9
moderate_risk,Calle Los Notros,3.9
moderate_risk,Calle Lyon,3.9
moderate_risk,Calle Marcela Paz,3.9
moderate_risk,Calle Mistral,3.9
moderate_risk,Calle Moravia,3.9
moderate_risk,Calle Nueva,3.9
moderate_risk,Calle Nueva 1,3.9
moderate_risk,Calle Nueva 2,3.9
moderate_risk,Calle Nueva 3,3.9
moderate_risk,Calle Nueva 715,3.9
moderate_risk,Calle Onix,3.9
moderate_risk,Calle Ostrava,3.9
moderate_risk,Calle Piedra de Francia,3.9
moderate_risk,Calle Piedra de Sol,3.9
moderate_risk,Calle Postdam,3.9
moderate_risk,Calle Rene Schneider,3.9
moderate_risk,Calle Robledo,3.9
moderate_risk,Calle Río Claro,3.9
moderate_risk,Calle Río Las Cruces,3.9
moderate_risk,Calle San Gregorio,3.9
moderate_risk,Calle Sarajevo,3.9
moderate_risk,Calle Seis,3.9
moderate_risk,Calle Serbia,3.9
moderate_risk,Calle Sídney,3.9
moderate_risk,Calle Tarragona,3.9
moderate_risk,Calle Toulose,3.9
moderate_risk,Calle Utrecht,3.9
moderate_risk,Calle Via Local 1,3.9
moderate_risk,Calle Via Local 2,3.9
moderate_risk,Calle Via Local 3,3.9
moderate_risk,Calle Via Local 4,3.9
moderate_risk,Calle de Servicio,4.0
moderate_risk,Calle de Servicio Avenida Costanera,3.9
moderate_risk,Calle de Servicio Jorge Alessandri,2.69
moderate_risk,Calle de Servicio Ruta 154,3.9
moderate_risk,Calle de Servicio Ruta 160,3.9
moderate_risk,Calle del Cerro,3.9
moderate_risk,Calle del Fuerte,3.9
moderate_risk,Calle del Mar,3.9
moderate_risk,Calle del Medio,3.9
moderate_risk,Calle del Molino,3.9
moderate_risk,Calle servicio Jumbo,3.9
moderate_risk,Calle teruel,3.9
moderate_risk,Calle uno,3.9
moderate_risk,Callejón Lagunillas,3.9
moderate_risk,Callejón Los Lirios,3.9
moderate_risk,Callejón Mellado,3.9
moderate_risk,Callejón Puchacay,3.9
moderate_risk,Callejón Valdés,3.9
moderate_risk,Calluman Kine,3.9
moderate_risk,Calmar,3.9
moderate_risk,Camberra,3.9
moderate_risk,Camila Melo,3.9
moderate_risk,Camilo Henríquez,3.9
moderate_risk,Camilo Mori,4.23
moderate_risk,Camino A Montahue,3.9
moderate_risk,Camino Al Club Aéreo,3.9
moderate_risk,Camino Arenera,3.9
moderate_risk,Camino Club Militar,3.9
moderate_risk,Camino Club Victoria,3.9
moderate_risk,Camino El Venado,3.82
moderate_risk,Camino El Venado Interior,3.9
moderate_risk,Camino Forestal,3.9
moderate_risk,Camino Nonguén,3.9
moderate_risk,Camino Público,3.9
moderate_risk,Camino Viejo Lirquén,3.9
moderate_risk,Camino a Bulnes,3.9
moderate_risk,Camino a Chiguayante,3.9
moderate_risk,Camino a Chome,3.9
moderate_risk,Camino a Colegio Itahue,3.9
moderate_risk,Camino a La Cantera,3.9
moderate_risk,Camino a Lirquén,3.9
moderate_risk,Camino a Penco,3.9
moderate_risk,Camino a Perone,3.9
moderate_risk,Camino a Peña Blanca,3.9
moderate_risk,Camino a Ramuntcho,3.9
moderate_risk,Camino a la Cabaña,3.9
moderate_risk,Camino a la Desembocadura,3.9
